ID,StationID,MeterTypeID,SerialNumber,StartTime,EndTime,ArrivalTime
273,19,2,SN-0061,2026-08-01T08:08:33,2026-08-01T08:09:23,2026-08-01T08:06:26
274,20,2,SN-0061,2026-08-01T08:11:00,2026-08-01T08:12:00,2026-08-01T08:08:43
275,16,3,SN-0062,2026-08-01T08:14:00,2026-08-01T08:15:03,2026-08-01T08:13:29
276,17,3,SN-0062,2026-08-01T08:16:16,2026-08-01T08:16:43,2026-08-01T08:15:21
277,18,3,SN-0062,2026-08-01T08:18:39,2026-08-01T08:19:04,2026-08-01T08:14:49
278,19,3,SN-0062,2026-08-01T08:20:35,2026-08-01T08:21:00,2026-08-01T08:18:48
279,20,3,SN-0062,2026-08-01T08:23:44,2026-08-01T08:24:09,2026-08-01T08:20:55
280,16,1,SN-0063,2026-08-01T08:26:00,2026-08-01T08:26:38,2026-08-01T08:25:38
281,16,2,SN-0064,2026-08-01T08:36:00,2026-08-01T08:36:50,2026-08-01T08:35:38
282,17,2,SN-0064,2026-08-01T08:38:01,2026-08-01T08:38:58,2026-08-01T08:37:05
283,18,2,SN-0064,2026-08-01T08:40:14,2026-08-01T08:40:34,2026-08-01T08:39:38
284,19,2,SN-0064,2026-08-01T08:42:53,2026-08-01T08:43:23,2026-08-01T08:41:13
285,20,2,SN-0064,2026-08-01T08:46:00,2026-08-01T08:46:45,2026-08-01T08:44:57
286,16,3,SN-0065,2026-08-01T08:49:00,2026-08-01T08:49:56,2026-08-01T08:48:27
287,17,3,SN-0065,2026-08-01T08:51:25,2026-08-01T08:52:31,2026-08-01T08:47:03
288,18,3,SN-0065,2026-08-01T08:54:04,2026-08-01T08:54:34,2026-08-01T08:52:11
289,16,1,SN-0066,2026-08-01T09:02:00,2026-08-01T09:02:39,2026-08-01T09:01:54
290,17,1,SN-0066,2026-08-01T09:03:26,2026-08-01T09:03:51,2026-08-01T09:00:52
291,18,1,SN-0066,2026-08-01T09:06:16,2026-08-01T09:07:19,2026-08-01T09:01:23
292,19,1,SN-0066,2026-08-01T09:10:00,2026-08-01T09:10:38,2026-08-01T09:07:22
293,20,1,SN-0066,2026-08-01T09:13:08,2026-08-01T09:14:05,2026-08-01T09:10:55
294,16,2,SN-0067,2026-08-01T09:15:00,2026-08-01T09:15:33,2026-08-01T09:14:54
295,17,2,SN-0067,2026-08-01T09:17:24,2026-08-01T09:18:18,2026-08-01T09:14:23
296,18,2,SN-0067,2026-08-01T09:18:59,2026-08-01T09:19:49,2026-08-01T09:16:24
297,19,2,SN-0067,2026-08-01T09:21:54,2026-08-01T09:22:23,2026-08-01T09:18:02
298,20,2,SN-0067,2026-08-01T09:25:07,2026-08-01T09:25:30,2026-08-01T09:22:43
299,16,3,SN-0068,2026-08-01T09:26:00,2026-08-01T09:26:52,2026-08-01T09:25:17
300,17,3,SN-0068,2026-08-01T09:27:35,2026-08-01T09:28:02,2026-08-01T09:25:21
301,18,3,SN-0068,2026-08-01T09:30:21,2026-08-01T09:30:54,2026-08-01T09:28:21
302,19,3,SN-0068,2026-08-01T09:33:53,2026-08-01T09:35:00,2026-08-01T09:32:20
303,20,3,SN-0068,2026-08-01T09:37:17,2026-08-01T09:38:10,2026-08-01T09:34:23
304,16,1,SN-0069,2026-08-01T09:38:00,2026-08-01T09:38:21,2026-08-01T09:37:52
305,17,1,SN-0069,2026-08-01T09:39:15,2026-08-01T09:40:16,2026-08-01T09:35:03
306,18,1,SN-0069,2026-08-01T09:43:10,2026-08-01T09:43:56,2026-08-01T09:39:47
307,19,1,SN-0069,2026-08-01T09:46:30,2026-08-01T09:47:19,2026-08-01T09:45:29
308,20,1,SN-0069,2026-08-01T09:48:01,2026-08-01T09:49:02,2026-08-01T09:43:17
309,16,2,SN-0070,2026-08-01T09:48:00,2026-08-01T09:48:57,2026-08-01T09:47:17
310,17,2,SN-0070,2026-08-01T09:51:55,2026-08-01T09:52:39,2026-08-01T09:47:25
311,18,2,SN-0070,2026-08-01T09:53:53,2026-08-01T09:54:27,2026-08-01T09:51:53
312,19,2,SN-0070,2026-08-01T09:56:22,2026-08-01T09:56:49,2026-08-01T09:54:12
313,20,2,SN-0070,2026-08-01T09:59:11,2026-08-01T10:00:20,2026-08-01T09:55:47
314,16,3,SN-0071,2026-08-01T10:02:00,2026-08-01T10:02:39,2026-08-01T10:01:02
315,17,3,SN-0071,2026-08-01T10:04:16,2026-08-01T10:05:13,2026-08-01T10:00:03
316,18,3,SN-0071,2026-08-01T10:07:34,2026-08-01T10:08:23,2026-08-01T10:04:45
317,19,3,SN-0071,2026-08-01T10:10:17,2026-08-01T10:10:44,2026-08-01T10:09:08
318,20,3,SN-0071,2026-08-01T10:11:52,2026-08-01T10:12:21,2026-08-01T10:06:55
319,16,1,SN-0072,2026-08-01T10:14:00,2026-08-01T10:15:00,2026-08-01T10:13:12
320,17,1,SN-0072,2026-08-01T10:16:24,2026-08-01T10:16:49,2026-08-01T10:15:14
321,18,1,SN-0072,2026-08-01T10:19:14,2026-08-01T10:20:18,2026-08-01T10:16:37
322,19,1,SN-0072,2026-08-01T10:21:26,2026-08-01T10:22:27,2026-08-01T10:20:18
323,20,1,SN-0072,2026-08-01T10:25:11,2026-08-01T10:26:14,2026-08-01T10:20:27
324,16,2,SN-0073,2026-08-01T10:25:00,2026-08-01T10:25:48,2026-08-01T10:24:28
325,17,2,SN-0073,2026-08-01T10:28:09,2026-08-01T10:28:52,2026-08-01T10:23:31
326,18,2,SN-0073,2026-08-01T10:31:45,2026-08-01T10:32:25,2026-08-01T10:26:54
327,19,2,SN-0073,2026-08-01T10:33:43,2026-08-01T10:34:10,2026-08-01T10:32:37
328,20,2,SN-0073,2026-08-01T10:34:52,2026-08-01T10:35:31,2026-08-01T10:33:39
329,16,3,SN-0074,2026-08-01T10:38:00,2026-08-01T10:39:03,2026-08-01T10:37:28
330,17,3,SN-0074,2026-08-01T10:40:01,2026-08-01T10:40:40,2026-08-01T10:38:27
331,18,3,SN-0074,2026-08-01T10:41:38,2026-08-01T10:42:27,2026-08-01T10:39:57
332,19,3,SN-0074,2026-08-01T10:44:23,2026-08-01T10:45:30,2026-08-01T10:41:54
333,20,3,SN-0074,2026-08-01T10:47:33,2026-08-01T10:48:29,2026-08-01T10:46:09
334,16,1,SN-0075,2026-08-01T10:52:00,2026-08-01T10:52:41,2026-08-01T10:51:40
335,17,1,SN-0075,2026-08-01T10:55:09,2026-08-01T10:55:29,2026-08-01T10:50:42
336,18,1,SN-0075,2026-08-01T10:58:04,2026-08-01T10:59:12,2026-08-01T10:56:58
337,19,1,SN-0075,2026-08-01T11:01:46,2026-08-01T11:02:37,2026-08-01T10:57:54
338,16,2,SN-0076,2026-08-01T11:03:00,2026-08-01T11:03:48,2026-08-01T11:02:18
339,17,2,SN-0076,2026-08-01T11:05:12,2026-08-01T11:05:36,2026-08-01T11:03:07
340,18,2,SN-0076,2026-08-01T11:06:57,2026-08-01T11:08:05,2026-08-01T11:05:01
341,16,3,SN-0077,2026-08-01T11:12:00,2026-08-01T11:12:37,2026-08-01T11:11:54
342,17,3,SN-0077,2026-08-01T11:15:32,2026-08-01T11:16:09,2026-08-01T11:12:16
343,18,3,SN-0077,2026-08-01T11:19:02,2026-08-01T11:20:04,2026-08-01T11:16:54
344,19,3,SN-0077,2026-08-01T11:21:53,2026-08-01T11:22:50,2026-08-01T11:19:58
345,20,3,SN-0077,2026-08-01T11:24:26,2026-08-01T11:25:10,2026-08-01T11:19:33
346,16,1,SN-0078,2026-08-01T11:25:00,2026-08-01T11:25:40,2026-08-01T11:24:23
347,17,1,SN-0078,2026-08-01T11:28:14,2026-08-01T11:29:18,2026-08-01T11:24:35
348,18,1,SN-0078,2026-08-01T11:30:30,2026-08-01T11:31:35,2026-08-01T11:25:43
349,19,1,SN-0078,2026-08-01T11:32:58,2026-08-01T11:33:23,2026-08-01T11:28:11
350,20,1,SN-0078,2026-08-01T11:34:50,2026-08-01T11:35:56,2026-08-01T11:33:50
351,16,2,SN-0079,2026-08-01T11:40:00,2026-08-01T11:40:47,2026-08-01T11:39:10
352,17,2,SN-0079,2026-08-01T11:43:46,2026-08-01T11:44:46,2026-08-01T11:42:19
353,18,2,SN-0079,2026-08-01T11:46:55,2026-08-01T11:48:01,2026-08-01T11:46:19
354,19,2,SN-0079,2026-08-01T11:49:23,2026-08-01T11:50:29,2026-08-01T11:47:50
355,20,2,SN-0079,2026-08-01T11:51:33,2026-08-01T11:52:37,2026-08-01T11:50:32
356,16,3,SN-0080,2026-08-01T11:51:00,2026-08-01T11:52:06,2026-08-01T11:50:15
357,17,3,SN-0080,2026-08-01T11:53:28,2026-08-01T11:54:04,2026-08-01T11:50:03
358,18,3,SN-0080,2026-08-01T11:56:26,2026-08-01T11:56:49,2026-08-01T11:54:09
359,19,3,SN-0080,2026-08-01T11:57:58,2026-08-01T11:59:00,2026-08-01T11:53:30
360,20,3,SN-0080,2026-08-01T12:01:58,2026-08-01T12:02:49,2026-08-01T11:58:41
